sample,token_idx,token,context,true,pred,category
71,189,-,mutations and line - 1 met ##hyl,O,I-GeneOrGeneProduct,false_positive
71,411,tumor,", stage , tumor grade , sign",B-DiseaseOrPhenotypicFeature,O,false_negative
71,426,line,"m ##si , line - 1 h",O,B-GeneOrGeneProduct,false_positive
71,427,-,"##si , line - 1 h ##y",O,I-GeneOrGeneProduct,false_positive
71,428,1,", line - 1 h ##y ##po",O,I-GeneOrGeneProduct,false_positive
72,1,culture,[CLS] culture ##d my ##cel,B-ChemicalEntity,O,false_negative
72,3,my,[CLS] culture ##d my ##cel ##ium cord,I-ChemicalEntity,B-OrganismTaxon,wrong_type
72,6,cord,my ##cel ##ium cord ##y ##ceps sin,I-ChemicalEntity,I-OrganismTaxon,wrong_type
72,23,acute,##al cells in acute liver injured mice,O,B-DiseaseOrPhenotypicFeature,false_positive
72,24,liver,cells in acute liver injured mice .,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
72,28,culture,injured mice . culture ##d my ##cel,B-ChemicalEntity,O,false_negative
72,30,my,. culture ##d my ##cel ##ium cord,I-ChemicalEntity,B-OrganismTaxon,wrong_type
72,39,cm,sin ##ensis ( cm ##cs ) was,B-ChemicalEntity,B-OrganismTaxon,wrong_type
72,64,cm,protective effects of cm ##cs on liver,B-ChemicalEntity,B-OrganismTaxon,wrong_type
72,83,acute,##cs ) in acute injury liver and,O,B-DiseaseOrPhenotypicFeature,false_positive
72,84,injury,) in acute injury liver and related,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
72,129,b,. 39 male b ##ab ##l /,B-CellLine,O,false_negative
72,339,as,##ani ##on ( as ##af ##r ),O,B-ChemicalEntity,false_positive
72,463,he,liver inflammation and he ##pa ##to ##cy,O,B-DiseaseOrPhenotypicFeature,false_positive
72,468,a,"##to ##cy ##te a ##pop ##tosis ,",O,I-DiseaseOrPhenotypicFeature,false_positive
72,486,as,"by the increased as ##af ##r ,",O,B-GeneOrGeneProduct,false_positive
72,491,oh,"##r , . oh and m ##da",I-ChemicalEntity,O,false_negative
73,190,h,##ele showed fewer h ##3 ##k ##27,O,B-GeneOrGeneProduct,false_positive
73,214,rode,ass ##ays in rode ##nt b -,O,B-OrganismTaxon,false_positive
73,221,83,cells ( rat 83 ##2 / 13,B-CellLine,I-CellLine,boundary
73,349,impaired,##5 expression and impaired insulin secret ##ion,B-DiseaseOrPhenotypicFeature,O,false_negative
73,350,insulin,expression and impaired insulin secret ##ion .,I-DiseaseOrPhenotypicFeature,B-GeneOrGeneProduct,wrong_type
73,351,secret,and impaired insulin secret ##ion . [SEP],I-DiseaseOrPhenotypicFeature,O,false_negative
74,92,multi,##lio ##blast ##oma multi ##form ##es at,O,I-DiseaseOrPhenotypicFeature,false_positive
74,315,tumor,cells display lower tumor ##ige ##nic ##ity,O,B-DiseaseOrPhenotypicFeature,false_positive
74,408,tumor,forming activity and tumor ##ige ##nic ##ity,O,B-DiseaseOrPhenotypicFeature,false_positive
75,9,infected,##emia in patients infected with he ##pa,B-DiseaseOrPhenotypicFeature,O,false_negative
75,10,with,in patients infected with he ##pa ##titis,I-DiseaseOrPhenotypicFeature,O,false_negative
75,11,he,patients infected with he ##pa ##titis c,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
75,17,chronic,c virus . chronic infection with he,B-DiseaseOrPhenotypicFeature,O,false_negative
75,19,with,. chronic infection with he ##pa ##titis,I-DiseaseOrPhenotypicFeature,O,false_negative
75,20,he,chronic infection with he ##pa ##titis c,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
75,26,h,c virus ( h ##c ##v ),B-OrganismTaxon,B-DiseaseOrPhenotypicFeature,wrong_type
75,67,p,combination therapy with p ##eg ##yla ##ted,B-GeneOrGeneProduct,B-ChemicalEntity,wrong_type
75,71,inter,##eg ##yla ##ted inter ##fer ##on and,I-GeneOrGeneProduct,I-ChemicalEntity,wrong_type
75,118,hem,an ##emia . hem ##og ##lo ##bin,B-GeneOrGeneProduct,B-ChemicalEntity,wrong_type
75,234,er,##ina ##nt human er ##yt ##hr ##op,B-GeneOrGeneProduct,I-GeneOrGeneProduct,boundary
75,305,chronic,in patients with chronic he ##pa ##titis,B-DiseaseOrPhenotypicFeature,O,false_negative
75,306,he,patients with chronic he ##pa ##titis c,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
76,38,connect,) is a connect ##ive tissue disorder,O,B-DiseaseOrPhenotypicFeature,false_positive
76,40,tissue,a connect ##ive tissue disorder characterized by,O,I-DiseaseOrPhenotypicFeature,false_positive
76,41,disorder,connect ##ive tissue disorder characterized by early,O,I-DiseaseOrPhenotypicFeature,false_positive
76,71,g,##me ##mb ##rane g ##ly ##co ##p,B-GeneOrGeneProduct,O,false_negative
76,110,6,integrity . a 6 - base insertion,B-SequenceVariant,O,false_negative
76,119,6,##n 7 ( 6 ##bin ##s ),B-SequenceVariant,O,false_negative
76,133,micro,be associated with micro ##vas ##cular disturbance,O,B-DiseaseOrPhenotypicFeature,false_positive
76,136,disturbance,micro ##vas ##cular disturbance . objectives :,O,I-DiseaseOrPhenotypicFeature,false_positive
76,148,6,the relationship between 6 ##bin ##s and,B-SequenceVariant,O,false_negative
76,154,com,and the vascular com ##plication pulmonary art,I-DiseaseOrPhenotypicFeature,O,false_negative
76,268,6,lower frequency of 6 ##bin ##s all,B-SequenceVariant,O,false_negative
76,383,6,carrying all ##ele 6 ##bin ##s were,B-SequenceVariant,O,false_negative
76,424,6,the frequency of 6 ##bin ##s differs,B-SequenceVariant,O,false_negative
77,117,t,"##mia , using t ##c ##9 ##9",O,B-ChemicalEntity,false_positive
77,122,-,##9 ##9 ##m - se ##sta ##mi,O,I-ChemicalEntity,false_positive
77,123,se,##9 ##m - se ##sta ##mi ##bi,O,B-ChemicalEntity,false_positive
77,210,per,the 40 patients per ##fusion defects compatible,O,B-DiseaseOrPhenotypicFeature,false_positive
77,212,defects,patients per ##fusion defects compatible with is,O,I-DiseaseOrPhenotypicFeature,false_positive
77,253,is,the non - is ##che ##mic group,O,B-DiseaseOrPhenotypicFeature,false_positive
78,122,[,##d ##k ##2 [ p ##33 ],I-GeneOrGeneProduct,O,false_negative
78,123,p,"##k ##2 [ p ##33 ] ,",I-GeneOrGeneProduct,B-GeneOrGeneProduct,boundary
78,125,],"[ p ##33 ] , c ##d",I-GeneOrGeneProduct,O,false_negative
78,161,",","[ p ##27 , k ##ip ##1",I-GeneOrGeneProduct,O,false_negative
78,162,k,"p ##27 , k ##ip ##1 ]",I-GeneOrGeneProduct,B-GeneOrGeneProduct,boundary
78,219,breast,diagnosed with invasive breast cancer participating in,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
78,236,cancer,risk factors in cancer here ##dit ##y,O,B-DiseaseOrPhenotypicFeature,false_positive
78,352,death,increased risk of death ( hazard ratio,B-DiseaseOrPhenotypicFeature,O,false_negative
79,124,meta,regulating invasion and meta ##sta ##sis of,B-DiseaseOrPhenotypicFeature,O,false_negative
79,127,of,meta ##sta ##sis of o ##var ##ian,I-DiseaseOrPhenotypicFeature,O,false_negative
79,128,o,##sta ##sis of o ##var ##ian cell,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
80,13,-,mice fed trans - fat ##s and,I-ChemicalEntity,O,false_negative
80,14,fat,fed trans - fat ##s and f,I-ChemicalEntity,B-ChemicalEntity,boundary
80,250,o,##an lifestyle induced o ##besity syndrome (,O,B-DiseaseOrPhenotypicFeature,false_positive
80,252,syndrome,induced o ##besity syndrome ( al ##ios,O,I-DiseaseOrPhenotypicFeature,false_positive
80,318,systemic,not protected from systemic metabolic disease .,O,B-DiseaseOrPhenotypicFeature,false_positive
80,319,metabolic,protected from systemic metabolic disease . evaluation,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
81,22,and,au ##tist ##ic and mentally re ##tar,O,I-DiseaseOrPhenotypicFeature,false_positive
81,23,mentally,##tist ##ic and mentally re ##tar ##ded,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
81,27,children,re ##tar ##ded children in j ##apa,O,I-DiseaseOrPhenotypicFeature,false_positive
81,131,or,au ##tist ##ic or mentally re ##tar,O,I-DiseaseOrPhenotypicFeature,false_positive
81,132,mentally,##tist ##ic or mentally re ##tar ##ded,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
81,273,and,cause of autism and mental re ##tar,O,I-DiseaseOrPhenotypicFeature,false_positive
82,176,drugs,"ben ##zam ##ide drugs , but the",I-ChemicalEntity,O,false_negative
82,206,crisis,h ##yper ##tensive crisis and am ##is,O,I-DiseaseOrPhenotypicFeature,false_positive
82,250,crisis,h ##yper ##tensive crisis in a patient,O,I-DiseaseOrPhenotypicFeature,false_positive
83,31,v,. background : v ##as ##op ##ress,O,B-ChemicalEntity,false_positive
83,183,stroke,", map , stroke volume ( s",B-DiseaseOrPhenotypicFeature,O,false_negative
85,27,adverse,frequently among the adverse card ##iovascular effects,B-DiseaseOrPhenotypicFeature,O,false_negative
85,28,card,among the adverse card ##iovascular effects of,I-DiseaseOrPhenotypicFeature,O,false_negative
85,30,effects,adverse card ##iovascular effects of lit ##hium,I-DiseaseOrPhenotypicFeature,O,false_negative
85,47,a,##ric ##ular ( a ##v ) block,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
85,107,disturbance,patients with mild disturbance of a ##v,O,B-DiseaseOrPhenotypicFeature,false_positive
85,108,of,with mild disturbance of a ##v conduct,O,I-DiseaseOrPhenotypicFeature,false_positive
85,109,a,mild disturbance of a ##v conduct ##ion,O,B-DiseaseOrPhenotypicFeature,false_positive
85,111,conduct,of a ##v conduct ##ion . [SEP],O,I-DiseaseOrPhenotypicFeature,false_positive
86,14,ne,and prevention of ne ##uro ##path ##ological,B-DiseaseOrPhenotypicFeature,O,false_negative
86,18,damages,##uro ##path ##ological damages . such organ,I-DiseaseOrPhenotypicFeature,O,false_negative
86,97,ache,##versible binding with ache ##s in the,B-GeneOrGeneProduct,B-ChemicalEntity,wrong_type
86,157,into,b ##w ) into ##xi ##cation was,O,B-DiseaseOrPhenotypicFeature,false_positive
86,232,(,") , a ( 1 ) -",I-GeneOrGeneProduct,I-ChemicalEntity,wrong_type
86,241,ago,##sin ##e receptor ago ##nist n (,O,I-GeneOrGeneProduct,false_positive
86,286,+,male ##ate ( + - m ##k,O,B-ChemicalEntity,false_positive
86,287,-,##ate ( + - m ##k ##80,O,I-ChemicalEntity,false_positive
86,288,m,( + - m ##k ##80 ##1,B-ChemicalEntity,I-ChemicalEntity,boundary
86,310,ch,their combinations with ch ##olin ##oly ##tic,O,B-ChemicalEntity,false_positive
86,363,oil,##line and olive oil instead of other,I-ChemicalEntity,O,false_negative
86,456,-,at ##rop ##ine - m ##k ##80,O,I-ChemicalEntity,false_positive
87,19,de,may contribute to de ##gene ##ration of,O,B-DiseaseOrPhenotypicFeature,false_positive
87,22,of,de ##gene ##ration of spinal motor neurons,O,I-DiseaseOrPhenotypicFeature,false_positive
87,24,motor,##ration of spinal motor neurons induced by,O,I-DiseaseOrPhenotypicFeature,false_positive
87,25,neurons,of spinal motor neurons induced by ne,O,I-DiseaseOrPhenotypicFeature,false_positive
87,54,de,relationship between the de ##gene ##ration of,O,B-DiseaseOrPhenotypicFeature,false_positive
87,57,of,de ##gene ##ration of spinal motor neurons,O,I-DiseaseOrPhenotypicFeature,false_positive
87,59,motor,##ration of spinal motor neurons and activation,O,I-DiseaseOrPhenotypicFeature,false_positive
87,60,neurons,of spinal motor neurons and activation of,O,I-DiseaseOrPhenotypicFeature,false_positive
87,75,nm,##par ##tate ( nm ##da ) receptors,I-GeneOrGeneProduct,B-GeneOrGeneProduct,boundary
87,371,alpha,dark - stained alpha - m ##oto,O,B-GeneOrGeneProduct,false_positive
87,372,-,- stained alpha - m ##oto ##ne,O,I-GeneOrGeneProduct,false_positive
87,373,m,stained alpha - m ##oto ##ne ##uron,O,I-GeneOrGeneProduct,false_positive
88,15,chronic,molecular layer of chronic e ##pile ##ptic,O,B-DiseaseOrPhenotypicFeature,false_positive
88,16,e,layer of chronic e ##pile ##ptic rats,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
89,55,ch,which enhance ##s ch ##olin ##ergic transmission,O,B-ChemicalEntity,false_positive
89,99,met,ad ) . met ##han ##olic extract,B-ChemicalEntity,O,false_negative
89,105,pu,extract ##s from pu ##era ##ria th,O,B-OrganismTaxon,false_positive
89,108,th,pu ##era ##ria th ##un ##berg ##iana,O,I-ChemicalEntity,false_positive
89,133,pu,##quential isolation of pu ##era ##ria th,O,B-OrganismTaxon,false_positive
89,136,th,pu ##era ##ria th ##un ##berg ##iana,O,I-ChemicalEntity,false_positive
89,182,pu,##ze ##in from pu ##era ##ria th,O,B-OrganismTaxon,false_positive
89,185,th,pu ##era ##ria th ##un ##berg ##iana,O,I-ChemicalEntity,false_positive
89,313,performance,protected from this performance imp ##air ##ment,O,B-DiseaseOrPhenotypicFeature,false_positive
89,314,imp,from this performance imp ##air ##ment (,O,I-DiseaseOrPhenotypicFeature,false_positive
90,36,do,) - induced do ##pa ##mine ##rg,B-ChemicalEntity,B-DiseaseOrPhenotypicFeature,wrong_type
90,41,ne,##mine ##rg ##ic ne ##uro ##to ##xi,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
91,6,re,##gio ##graphy in re ##nal ##ly impaired,O,B-DiseaseOrPhenotypicFeature,false_positive
91,9,impaired,re ##nal ##ly impaired patients ( care,O,I-DiseaseOrPhenotypicFeature,false_positive
91,24,contrast,blind trial of contrast - induced ne,B-ChemicalEntity,O,false_negative
91,59,contrast,##smo ##lal ##ity contrast medium i ##op,B-ChemicalEntity,O,false_negative
91,60,medium,##lal ##ity contrast medium i ##op ##ami,I-ChemicalEntity,O,false_negative
91,77,contrast,##smo ##lal ##ity contrast medium i ##od,B-ChemicalEntity,O,false_negative
91,78,medium,##lal ##ity contrast medium i ##od ##ix,I-ChemicalEntity,O,false_negative
91,167,s,##tin ##ine ( s ##c ##r ),B-ChemicalEntity,O,false_negative
91,203,s,post ##dos ##e s ##c ##r increase,B-ChemicalEntity,O,false_negative
91,238,s,post ##dos ##e s ##c ##r increase,B-ChemicalEntity,O,false_negative
91,274,s,peak change in s ##c ##r .,B-ChemicalEntity,O,false_negative
91,283,contrast,"##4 patients , contrast volume , presence",B-ChemicalEntity,O,false_negative
91,307,s,"mean base ##line s ##c ##r ,",B-ChemicalEntity,O,false_negative
91,387,s,whereas rates of s ##c ##r increases,B-ChemicalEntity,O,false_negative
91,421,s,"with diabetes , s ##c ##r increases",B-ChemicalEntity,O,false_negative
91,478,s,") , whereas s ##c ##r increases",B-ChemicalEntity,O,false_negative
91,510,s,mean post - s [SEP],B-ChemicalEntity,O,false_negative
92,19,hi,induced by the hi ##v pro ##te,B-GeneOrGeneProduct,O,false_negative
92,32,hi,. individuals with hi ##v can now,B-OrganismTaxon,B-DiseaseOrPhenotypicFeature,wrong_type
92,45,pro,that often includes pro ##te ##ase inhibitor,O,B-ChemicalEntity,false_positive
92,48,inhibitor,pro ##te ##ase inhibitor ##s such as,O,I-ChemicalEntity,false_positive
92,58,patients,"##vir . many patients , however ,",O,B-OrganismTaxon,false_positive
92,71,premature,effects such as premature at ##her ##os,B-DiseaseOrPhenotypicFeature,O,false_negative
92,72,at,such as premature at ##her ##os ##cle,I-DiseaseOrPhenotypicFeature,B-DiseaseOrPhenotypicFeature,boundary
92,166,hi,response to the hi ##v pro ##te,B-GeneOrGeneProduct,O,false_negative
92,282,l,of aggregate ##d l ##dl for 24,O,B-ChemicalEntity,false_positive
92,299,r,##id or total r ##na was isolated,O,B-ChemicalEntity,false_positive
92,337,s,expression of the s ##ca ##venge ##r,O,B-GeneOrGeneProduct,false_positive
92,341,receptor,"##ca ##venge ##r receptor , c ##d",O,I-GeneOrGeneProduct,false_positive
92,355,l,up ##take of l ##dl . additionally,O,B-ChemicalEntity,false_positive
93,178,h,. 5 % h ##yper ##bari ##c,O,B-ChemicalEntity,false_positive
93,237,oxygen,respiratory rate and oxygen sat ##uration were,B-ChemicalEntity,O,false_negative
93,390,oxygen,respiratory rate and oxygen sat ##uration ##s,B-ChemicalEntity,O,false_negative
93,448,oxygen,the art ##erial oxygen sat ##uration .,B-ChemicalEntity,O,false_negative
94,22,amino,##po ##cam ##pal amino acid ne ##uro,O,B-ChemicalEntity,false_positive
94,23,acid,##cam ##pal amino acid ne ##uro ##tra,O,I-ChemicalEntity,false_positive
94,67,amino,##po ##cam ##pal amino acid ne ##uro,O,B-ChemicalEntity,false_positive
94,68,acid,##cam ##pal amino acid ne ##uro ##tra,O,I-ChemicalEntity,false_positive
95,296,channels,interact with sodium channels may cause del,O,I-GeneOrGeneProduct,false_positive
96,105,5,sample size and 5 ##ht - related,B-ChemicalEntity,O,false_negative
96,242,depression,", be ##ck depression inventory , bar",O,B-DiseaseOrPhenotypicFeature,false_positive
96,287,p,the can and p ##d groups tended,O,B-ChemicalEntity,false_positive
96,294,deficit,to record greater deficit ##s than the,O,B-DiseaseOrPhenotypicFeature,false_positive
96,316,deficit,groups recorded greater deficit ##s than all,O,B-DiseaseOrPhenotypicFeature,false_positive
96,383,imp,"measures , increased imp ##air ##ment for",O,B-DiseaseOrPhenotypicFeature,false_positive
97,5,hem,comparison of severe hem ##ody ##nam ##ic,O,B-DiseaseOrPhenotypicFeature,false_positive
97,9,disturbance,##ody ##nam ##ic disturbance ##s between de,O,I-DiseaseOrPhenotypicFeature,false_positive
97,98,hem,prevalence of severe hem ##ody ##nam ##ic,O,B-DiseaseOrPhenotypicFeature,false_positive
97,102,effects,##ody ##nam ##ic effects in ne ##uro,O,I-DiseaseOrPhenotypicFeature,false_positive
98,125,h,##p ) induced h ##yper lo ##com,B-DiseaseOrPhenotypicFeature,O,false_negative
98,127,lo,"induced h ##yper lo ##com ##otion ,",I-DiseaseOrPhenotypicFeature,O,false_negative
98,171,cat,##c ) induced cat ##ale ##psy tests,B-DiseaseOrPhenotypicFeature,O,false_negative
98,241,h,##is test for h ##yper lo ##com,B-DiseaseOrPhenotypicFeature,O,false_negative
98,243,lo,"for h ##yper lo ##com ##otion ,",I-DiseaseOrPhenotypicFeature,O,false_negative
98,256,cat,for climbing and cat ##ale ##psy tests,B-DiseaseOrPhenotypicFeature,O,false_negative
98,352,cat,##l - induced cat ##ale ##psy test,B-DiseaseOrPhenotypicFeature,O,false_negative
98,433,ne,##hea displays typical ne ##uro ##le ##ptic,O,B-ChemicalEntity,false_positive
99,10,over,ca ##2 + over ##load causes a,O,I-DiseaseOrPhenotypicFeature,false_positive
99,27,map,through p ##38 map ##k signaling pathway,I-GeneOrGeneProduct,B-GeneOrGeneProduct,boundary
99,57,a,from herb ##al a ##con ##it ##um,O,B-ChemicalEntity,false_positive
99,67,voltage,evidence indicates that voltage - dependent na,O,B-GeneOrGeneProduct,false_positive
99,68,-,indicates that voltage - dependent na (,O,I-GeneOrGeneProduct,false_positive
99,69,dependent,that voltage - dependent na ( +,O,I-GeneOrGeneProduct,false_positive
99,70,na,voltage - dependent na ( + ),B-ChemicalEntity,I-ChemicalEntity,boundary
99,74,channels,( + ) channels have pivotal roles,O,I-GeneOrGeneProduct,false_positive
99,111,poisoning,##con ##iti ##ne poisoning . in this,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
99,135,poisoning,##con ##iti ##ne poisoning in v ##it,B-DiseaseOrPhenotypicFeature,I-DiseaseOrPhenotypicFeature,boundary
99,198,c,", we performed c ##yt ##oto ##xi",B-DiseaseOrPhenotypicFeature,O,false_negative
99,226,la,well as measured la ##ct ##ate de,B-GeneOrGeneProduct,B-ChemicalEntity,wrong_type
99,229,de,la ##ct ##ate de ##hy ##dr ##ogen,I-GeneOrGeneProduct,I-ChemicalEntity,wrong_type
99,310,terminal,##sco ##py and terminal de ##ox ##yn,O,B-GeneOrGeneProduct,false_positive
99,311,de,##py and terminal de ##ox ##yn ##uc,O,I-GeneOrGeneProduct,false_positive
99,319,transfer,##ti ##dy ##l transfer ##ase - mediated,O,I-GeneOrGeneProduct,false_positive
99,326,-,du ##t ##p - bio ##tin ni,O,I-ChemicalEntity,false_positive
99,327,bio,##t ##p - bio ##tin ni ##ck,B-ChemicalEntity,I-ChemicalEntity,boundary
99,378,over,2 + ) over ##load through the,O,I-DiseaseOrPhenotypicFeature,false_positive
99,491,over,2 + ) over ##load and causes,O,I-DiseaseOrPhenotypicFeature,false_positive
